Code,Subject,Dept,Level,A,B,C,D,FX,F,Pass,Not Pass,IP,W,Total,%,Gender,Semester,Year,teacher_id
PED 435,Multimedia in education,PED,0,24,6,1,0,0,0,0,0,0,0,31,77.4%   19.4%   3.2%   0%   0%,0,1,2023,600
PED 436,Management in education,PED,0,68,70,3,1,0,1,0,0,0,0,143,47.6%   49%   2.1%   0.7%   0.7%,1,1,2023,606
PED 437,Criteria-based assessment technology,PED,0,31,15,6,2,0,2,0,0,0,0,56,55.4%   26.8%   10.7%   3.6%   3.6%,1,1,2023,248
PED 437,Criteria-based assessment technology,PED,1,24,60,6,2,0,5,0,0,0,0,97,24.7%   61.9%   6.2%   2.1%   5.2%,0,1,2023,256
PED 439,Methodology of teaching Physics,PED,0,15,14,1,0,0,0,0,0,0,0,30,50%   46.7%   3.3%   0%   0%,0,1,2023,607
PED 441,Methodology of teaching Informatics,PED,0,7,11,10,2,0,0,0,0,0,0,30,23.3%   36.7%   33.3%   6.7%   0%,0,1,2023,602
PED 445,Solving Olympiad Problems in Physics,PED,1,1,4,12,13,0,1,0,0,0,0,31,3.2%   12.9%   38.7%   41.9%   3.2%,0,1,2023,232
PED 450,Teaching students to solve Olympiad problems,PED,0,17,15,16,5,3,7,0,0,0,0,63,27%   23.8%   25.4%   7.9%   15.9%,0,1,2023,243
PED 455,Improving the methodical training of future teachers.,PED,0,25,21,9,3,0,3,0,0,0,0,61,41%   34.4%   14.8%   4.9%   4.9%,1,1,2023,230
PED 462,State exam on speciality,PED,0,0,1,0,1,0,0,0,0,0,0,2,0%   50%   0%   50%   0%,0,1,2023,246
PED 474,Methods of teaching chemistry and STEM,PED,1,27,21,1,0,0,0,0,0,0,0,49,55.1%   42.9%   2%   0%   0%,1,1,2023,241
PED 478,Methods of teaching biologyand and STEM,PED,0,37,11,2,1,0,0,0,0,0,0,51,72.5%   21.6%   3.9%   2%   0%,1,1,2023,479
PED 482,Solving olympiad problems in chemistry,PED,1,8,12,27,3,0,0,0,0,0,0,50,16%   24%   54%   6%   0%,1,1,2023,487
PED 488,Inclusive Education,PED,1,44,6,0,0,0,0,0,0,0,0,50,88%   12%   0%   0%   0%,1,1,2023,605
PHT 107,Basics of writing,PED,1,10,8,2,0,0,0,0,0,0,0,20,50%   40%   10%   0%   0%,1,1,2023,116
PHT 123,Introduction to linguistics,PED,1,9,33,23,14,0,1,0,0,0,0,80,11.3%   41.3%   28.8%   17.5%   1.3%,1,1,2023,120
PHT 204,Modern Kazakh language: word formation and morphology,PED,0,8,7,0,0,0,0,0,0,0,0,15,53.3%   46.7%   0%   0%   0%,1,1,2023,429
PHT 217,The History of the formation of Kazakh Literature,PED,0,5,7,3,1,0,0,0,0,0,0,16,31.3%   43.8%   18.8%   6.3%   0%,1,1,2023,122
PHT 301,Modern Kazakh language: simple sentence and compound sentence syntax,PED,1,1,5,1,1,0,0,0,0,0,0,8,12.5%   62.5%   12.5%   12.5%   0%,1,1,2023,115
PHT 304,History of Kazakh literature of the XX century,PED,1,2,3,2,0,0,0,0,0,0,0,7,28.6%   42.9%   28.6%   0%   0%,1,1,2023,116
PHT 323,Stylistics of the Kazakh language,PED,0,7,0,0,0,0,0,0,0,0,0,7,100%   0%   0%   0%   0%,1,1,2023,429
PRE 201,Age physiology and hygiene of preschool,PED,0,0,11,0,0,0,1,0,0,0,0,12,0%   91.7%   0%   0%   8.3%,1,1,2023,113
PRE 205,Professional oriented foreign language,PED,0,3,8,0,0,0,0,0,0,0,0,11,27.3%   72.7%   0%   0%   0%,0,1,2023,557
PRE 207,Kazakh Language for Professional Purposes,PED,1,5,5,1,1,0,2,0,0,0,0,14,35.7%   35.7%   7.1%   7.1%   14.3%,1,1,2023,111
PRE 211,Game activities and technology,PED,0,4,5,2,0,0,1,0,0,0,0,12,33.3%   41.7%   16.7%   0%   8.3%,1,1,2023,488
PRE 307,Methods of forming elementary mathematical representations of preschool children,PED,1,5,3,0,0,0,1,0,0,0,0,9,55.6%   33.3%   0%   0%   11.1%,1,1,2023,608
PRE 309,Methods of speech development in preschool children,PED,1,3,6,0,0,0,1,0,0,0,0,10,30%   60%   0%   0%   10%,1,1,2023,608
PRE 311,Formation of value-based worldview of preschool children,PED,0,1,8,0,0,0,1,0,0,0,0,10,10%   80%   0%   0%   10%,1,1,2023,488
PRE 315,Search and experimental activities of preschool children,PED,0,3,5,0,0,0,1,0,0,0,0,9,33.3%   55.6%   0%   0%   11.1%,1,1,2023,488
PRE 323,Fairy tale therapy,PED,0,1,6,1,0,0,1,0,0,0,0,9,11.1%   66.7%   11.1%   0%   11.1%,1,1,2023,488
PRE 407,Theory and methodology for the development of children's creativity,PED,1,4,4,0,0,0,1,0,0,0,0,9,44.4%   44.4%   0%   0%   11.1%,1,1,2023,608
PRI 110,Professional Development and Teacher Leadership,PED,1,11,5,0,0,0,0,0,0,0,0,16,68.8%   31.3%   0%   0%   0%,1,1,2023,605
PRI 117,Pedagogy,PED,1,8,3,1,0,0,0,0,0,0,0,12,66.7%   25%   8.3%   0%   0%,1,1,2023,556
PRI 119,Educational practice,PED,1,12,0,0,0,0,0,0,0,0,0,12,100%   0%   0%   0%   0%,1,1,2023,556
PRI 223,Primary school didactics,PED,1,6,10,0,0,0,0,0,0,0,0,16,37.5%   62.5%   0%   0%   0%,1,1,2023,605
PRI 225,Professionally oriented foreign language A1,PED,0,7,8,0,0,0,0,0,0,0,0,15,46.7%   53.3%   0%   0%   0%,0,1,2023,557
PRI 301,Methods of artistic writing in elementary school.,PED,1,4,0,0,0,0,1,0,0,0,0,5,80%   0%   0%   0%   20%,1,1,2023,605
PRI 305,Educational practice (Calligraphy),PED,1,4,0,0,0,0,1,0,0,0,0,5,80%   0%   0%   0%   20%,1,1,2023,605
PRI 307,Methods of teaching literature in primary school,PED,1,4,0,0,0,0,1,0,0,0,0,5,80%   0%   0%   0%   20%,1,1,2023,605
PRI 309,Educational practice (Literature),PED,1,4,0,2,0,0,1,0,0,0,0,7,57.1%   0%   28.6%   0%   14.3%,1,1,2023,605
PRI 315,Theory and technology of teaching English in primary school,PED,0,1,3,0,0,0,1,0,0,0,0,5,20%   60%   0%   0%   20%,0,1,2023,557
PRI 316,Pedagogical skills,PED,1,4,0,0,0,0,1,0,0,0,0,5,80%   0%   0%   0%   20%,1,1,2023,556
PRI 323,Methods of Teaching Math in Primary School,PED,1,3,1,0,0,0,1,0,0,0,0,5,60%   20%   0%   0%   20%,0,1,2023,257
PRI 324,Inclusive Education,PED,0,10,21,2,0,0,3,0,0,0,0,36,27.8%   58.3%   5.6%   0%   8.3%,1,1,2023,609
PRI 331,Theory and methodology of educational work in primary school,PED,1,6,10,0,0,0,0,0,0,0,0,16,37.5%   62.5%   0%   0%   0%,1,1,2023,608
PSY 109,Pedagogy,PED,1,17,31,0,0,0,2,0,0,0,0,50,34%   62%   0%   0%   4%,1,1,2023,556
PSY 110,Educational Practicum (orientation),PED,1,50,0,0,0,0,1,0,0,0,0,51,98%   0%   0%   0%   2%,1,1,2023,556
PSY 220,Professional oriented foreign language 1,PED,0,13,6,0,0,0,2,0,0,0,0,21,61.9%   28.6%   0%   0%   9.5%,0,1,2023,557
PSY 221,Social pedagogical design,PED,1,11,7,0,0,0,1,0,0,0,0,19,57.9%   36.8%   0%   0%   5.3%,1,1,2023,530
PSY 301,Cognitive psychology,PED,0,4,0,0,0,0,1,0,0,0,0,5,80%   0%   0%   0%   20%,1,1,2023,610
PSY 314,Methods of teaching pedagogy,PED,1,4,0,0,0,0,0,0,0,0,0,4,100%   0%   0%   0%   0%,1,1,2023,556
PSY 323,Practical training in career guidance,PED,1,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,0,1,2023,262
PSY 325,Correctional psychology,PED,1,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,1,2023,530
PSY 329,Technologies of work of a practicing psychologist in an educational organization (practice),PED,0,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,1,2023,611
PSY 331,Basics of psychological-pedagogical diagnostics,PED,0,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,1,2023,610
PSY 427,Pedagogical legacy of the Great Steppe,PED,1,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,0,1,2023,262
SDS 202,Probability theory,ENG,0,1,4,15,19,1,0,0,0,0,1,41,2.4%   9.8%   36.6%   46.3%   2.4%,1,1,2023,443
SDS 301,Modern Regression Analysis 1,ENG,1,21,0,0,0,0,0,0,0,0,0,21,100%   0%   0%   0%   0%,1,1,2023,171
SPS 104,Social pedagogy,PED,1,9,9,2,0,0,3,0,0,0,0,23,39.1%   39.1%   8.7%   0%   13%,1,1,2023,530
SPS 201,Physiology of school age,PED,0,1,0,1,0,0,0,0,0,0,0,2,50%   0%   50%   0%   0%,1,1,2023,113
SPS 205,Professional oriented foreign language,PED,0,0,2,0,0,0,0,0,0,0,0,2,0%   100%   0%   0%   0%,0,1,2023,557
SPS 209,Social psychology,PED,0,2,3,0,0,0,1,0,0,0,0,6,33.3%   50%   0%   0%   16.7%,1,1,2023,610
SPS 312,Organization of work with regulatory documents,PED,0,1,4,0,0,0,1,0,0,0,0,6,16.7%   66.7%   0%   0%   16.7%,1,1,2023,609
SPS 315,Special pedagogy,PED,0,2,3,0,0,0,1,0,0,0,0,6,33.3%   50%   0%   0%   16.7%,1,1,2023,609
SPS 325,Technologies of work of a social teacher in an educational organization,PED,0,5,0,0,0,0,1,0,0,0,0,6,83.3%   0%   0%   0%   16.7%,1,1,2023,609
SPS 327,Training practice,PED,0,5,0,0,0,0,1,0,0,0,0,6,83.3%   0%   0%   0%   16.7%,1,1,2023,609
TFL 109,Academic Listening and Note-Taking,PED,0,0,14,43,24,18,13,0,0,0,4,116,0%   12.1%   37.1%   20.7%   26.7%,1,1,2023,276
TFL 129,Reading and Writing 1,PED,0,84,155,84,39,16,14,0,0,0,5,397,21.2%   39%   21.2%   9.8%   7.6%,1,1,2023,612
TFL 138,Pedagogy,PED,0,28,111,77,38,2,14,0,0,0,5,275,10.2%   40.4%   28%   13.8%   5.8%,1,1,2023,288
TFL 144,Foreıgn Language (second) -1 (A1): Chinese,PED,0,36,20,9,1,4,3,0,0,0,2,75,48%   26.7%   12%   1.3%   9.3%,1,1,2023,281
TFL 146,Foreıgn Language (second) -1 (A2-B1): Turkish,PED,1,17,29,14,3,0,1,0,0,0,0,64,26.6%   45.3%   21.9%   4.7%   1.6%,1,1,2023,213
TFL 150,Foreıgn Language (second) -1 (A1): French,PED,1,10,39,9,3,0,4,0,0,0,1,66,15.2%   59.1%   13.6%   4.5%   6.1%,1,1,2023,613
TFL 152,Foreıgn Language (second) -1 (A1): Korean,PED,0,46,35,19,7,0,2,0,0,0,3,112,41.1%   31.3%   17%   6.3%   1.8%,1,1,2023,492
TFL 154,Foreıgn Language (second) -1 (A1): German,PED,0,10,18,13,2,1,2,0,0,0,0,46,21.7%   39.1%   28.3%   4.3%   6.5%,1,1,2023,285
TFL 204,Second FL(3)- French (A2-B1),PED,0,5,38,7,0,2,3,0,0,0,0,55,9.1%   69.1%   12.7%   0%   9.1%,1,1,2023,99
TFL 206,Second FL(3)- Chinese (A2-B1),PED,0,10,22,5,7,0,1,0,0,0,0,45,22.2%   48.9%   11.1%   15.6%   2.2%,1,1,2023,281
TFL 207,Academic Writing (C1),PED,1,39,5,0,0,0,0,0,0,0,0,44,88.6%   11.4%   0%   0%   0%,0,1,2023,302
TFL 207,Academic Writing (C1),PED,1,26,44,14,7,0,4,0,0,0,1,96,27.1%   45.8%   14.6%   7.3%   4.2%,1,1,2023,260
TFL 207,Academic Writing (C1),PED,0,44,49,21,3,1,2,0,0,0,0,120,36.7%   40.8%   17.5%   2.5%   2.5%,0,1,2023,614
TFL 207,Academic Writing (C1),PED,0,9,29,33,11,4,2,0,0,0,1,89,10.1%   32.6%   37.1%   12.4%   6.7%,0,1,2023,348
TFL 208,Second FL(3)- Turkish (B1),PED,1,23,37,10,3,1,1,0,0,0,0,75,30.7%   49.3%   13.3%   4%   2.7%,1,1,2023,213
TFL 214,Second FL(3)-Korean (A2-B1),PED,0,43,43,17,3,0,2,0,0,0,1,109,39.4%   39.4%   15.6%   2.8%   1.8%,1,1,2023,492
TFL 215,Developmental Psychology,PED,0,105,74,10,1,0,8,0,0,0,0,198,53%   37.4%   5.1%   0.5%   4%,1,1,2023,289
TFL 262,Second FL(3)- German (A2-B1),PED,0,10,26,21,3,0,2,0,0,0,1,63,15.9%   41.3%   33.3%   4.8%   3.2%,1,1,2023,296
TFL 314,English for Specific Purposes (C1) - 1,PED,0,45,102,48,17,4,8,0,0,0,2,226,19.9%   45.1%   21.2%   7.5%   5.3%,0,1,2023,534
TFL 333,Critical thinking strategies,PED,0,8,22,12,2,0,3,0,0,0,0,47,17%   46.8%   25.5%   4.3%   6.4%,1,1,2023,280
TFL 333,Critical thinking strategies,PED,0,19,34,19,14,2,4,0,0,0,0,92,20.7%   37%   20.7%   15.2%   6.5%,1,1,2023,297
TFL 333,Critical thinking strategies,PED,0,14,50,16,3,1,3,0,0,0,0,87,16.1%   57.5%   18.4%   3.4%   4.6%,1,1,2023,292
TFL 359,Public Speaking (English;C1-C2),PED,0,52,79,32,7,0,7,0,0,0,4,181,28.7%   43.6%   17.7%   3.9%   3.9%,1,1,2023,269
TFL 359,Public Speaking (English;C1-C2),PED,0,37,37,6,0,0,5,0,0,0,1,86,43%   43%   7%   0%   5.8%,1,1,2023,292
TFL 367,Innovative Trends in Education,PED,0,15,53,22,2,1,2,0,0,0,1,96,15.6%   55.2%   22.9%   2.1%   3.1%,1,1,2023,494
TFL 367,Innovative Trends in Education,PED,0,15,24,8,0,1,0,0,0,0,0,48,31.3%   50%   16.7%   0%   2.1%,1,1,2023,293
TFL 367,Innovative Trends in Education,PED,0,0,7,9,11,2,5,0,0,0,3,37,0%   18.9%   24.3%   29.7%   18.9%,1,1,2023,276
TFL 367,Innovative Trends in Education,PED,0,5,26,13,2,0,2,0,0,0,0,48,10.4%   54.2%   27.1%   4.2%   4.2%,1,1,2023,615
TFL 371,Second FL(5)-Chinese (B1),PED,0,4,6,18,7,0,0,0,0,0,0,35,11.4%   17.1%   51.4%   20%   0%,1,1,2023,490
TFL 373,Second Fl(5)-French (B1),PED,0,21,19,20,10,0,3,0,0,0,0,73,28.8%   26%   27.4%   13.7%   4.1%,1,1,2023,99
TFL 375,Second FL(5)-Turkish (B1-B2),PED,1,17,17,10,5,0,2,0,0,0,0,51,33.3%   33.3%   19.6%   9.8%   3.9%,0,1,2023,203
TFL 377,Second FL(5)-Korean (B1),PED,1,33,27,2,3,0,0,0,0,0,0,65,50.8%   41.5%   3.1%   4.6%   0%,0,1,2023,290
TFL 379,Second FL(5)-German (B1),PED,0,9,20,16,4,0,1,0,0,0,0,50,18%   40%   32%   8%   2%,1,1,2023,285
TFL 383,English Lexicology and Stylistics,PED,0,45,76,30,11,4,14,0,0,0,2,182,24.7%   41.8%   16.5%   6%   9.9%,0,1,2023,534
TFL 438,Assessment in Foreign Language Teaching,PED,0,32,103,72,24,13,7,0,0,0,0,251,12.7%   41%   28.7%   9.6%   8%,0,1,2023,291
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,0,27,57,20,5,0,0,0,0,0,0,109,24.8%   52.3%   18.3%   4.6%   0%,0,1,2023,279
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,0,3,12,5,2,0,2,0,0,0,0,24,12.5%   50%   20.8%   8.3%   8.3%,1,1,2023,494
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,0,23,37,18,5,0,4,0,0,0,0,87,26.4%   42.5%   20.7%   5.7%   4.6%,0,1,2023,291
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,0,1,11,8,4,0,0,0,0,0,0,24,4.2%   45.8%   33.3%   16.7%   0%,1,1,2023,269
TFL 448,Major field exam,PED,0,0,3,1,1,0,3,0,0,0,0,8,0%   37.5%   12.5%   12.5%   37.5%,1,1,2023,267
TFL 451,Instructional Technologies and Materials Development,PED,0,22,61,35,21,7,5,0,0,0,0,151,14.6%   40.4%   23.2%   13.9%   7.9%,1,1,2023,298
TFL 451,Instructional Technologies and Materials Development,PED,0,55,1,0,0,0,0,0,0,0,0,56,98.2%   1.8%   0%   0%   0%,0,1,2023,273
TFL 451,Instructional Technologies and Materials Development,PED,0,2,7,8,7,9,3,0,0,0,0,36,5.6%   19.4%   22.2%   19.4%   33.3%,1,1,2023,535
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,5,8,3,1,2,2,0,0,0,0,21,23.8%   38.1%   14.3%   4.8%   19%,1,1,2023,489
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,90,151,59,15,6,6,0,0,0,0,327,27.5%   46.2%   18%   4.6%   3.7%,0,1,2023,576
TRA 217,Major Foreign Language (B2): English in Intercultural Communication Contexts -1,PED,0,146,115,30,18,7,16,0,0,0,1,333,43.8%   34.5%   9%   5.4%   6.9%,0,1,2023,271
TRA 250,Introduction to Translation,PED,0,13,56,50,22,6,9,0,0,0,1,157,8.3%   35.7%   31.8%   14%   9.6%,1,1,2023,616
TRA 301,Practice of Literary Translation (Kazakh/ Russian/ English),PED,0,23,27,12,6,2,5,0,0,0,1,76,30.3%   35.5%   15.8%   7.9%   9.2%,0,1,2023,67
TRA 301,Practice of Literary Translation (Kazakh/ Russian/ English),PED,0,24,21,4,1,1,1,0,0,0,0,52,46.2%   40.4%   7.7%   1.9%   3.8%,1,1,2023,287
TRA 323,Consecutive interpreting 1,PED,0,40,43,25,7,6,11,0,0,0,0,132,30.3%   32.6%   18.9%   5.3%   12.9%,0,1,2023,306
TRA 331,Techniques of Financial and Official Texts Translation (Kazakh/Russian/English),PED,1,55,41,13,3,4,5,0,0,0,2,123,44.7%   33.3%   10.6%   2.4%   7.3%,1,1,2023,59
TRA 452,Simultaneous Interpreting 2,PED,0,2,7,9,2,1,1,0,0,0,0,22,9.1%   31.8%   40.9%   9.1%   9.1%,0,1,2023,306
TRA 467,Research Methods 1,PED,0,9,10,1,1,0,2,0,0,0,0,23,39.1%   43.5%   4.3%   4.3%   8.7%,1,1,2023,287
